name,rating,genre,year,score,director,writer,star,budget,gross,runtime
Shorts,PG,Adventure,2008,4.7,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,40000000,28972508,89
Frozen River,R,Crime,2008,7.1,Courtney Hunt,Courtney Hunt,Melissa Leo,1000000,5457664,97
"Surfer, Dude",R,Comedy,2008,4.7,S.R. Bindler,S.R. Bindler,Matthew McConaughey,6000000,52132,85
Last Chance Harvey,PG-13,Drama,2008,6.6,Joel Hopkins,Joel Hopkins,Dustin Hoffman,,32568427,93
"Welcome Home, Roscoe Jenkins",PG-13,Comedy,2008,5.5,Malcolm D. Lee,Malcolm D. Lee,Martin Lawrence,35000000,43655418,114
The Family That Preys,PG-13,Drama,2008,5.8,Tyler Perry,Tyler Perry,Kathy Bates,,37105289,111
Surveillance,R,Crime,2008,6.3,Jennifer Lynch,Kent Harper,Julia Ormond,3500000,1138322,97
Inglourious Basterds,R,Adventure,2009,8.3,Quentin Tarantino,Quentin Tarantino,Brad Pitt,70000000,321457747,153
Star Trek,PG-13,Action,2009,7.9,J.J. Abrams,Roberto Orci,Chris Pine,150000000,385680446,127
Avatar,PG-13,Action,2009,7.8,James Cameron,James Cameron,Sam Worthington,237000000,2847246203,162
Jennifer's Body,R,Comedy,2009,5.3,Karyn Kusama,Diablo Cody,Megan Fox,16000000,31556061,102
Watchmen,R,Action,2009,7.6,Zack Snyder,David Hayter,Jackie Earle Haley,130000000,185382813,162
Fast & Furious,PG-13,Action,2009,6.6,Justin Lin,Chris Morgan,Vin Diesel,85000000,360366870,107
G.I. Joe: The Rise of Cobra,PG-13,Action,2009,5.8,Stephen Sommers,Stuart Beattie,Dennis Quaid,175000000,302469017,118
The Hangover,R,Comedy,2009,7.7,Todd Phillips,Jon Lucas,Zach Galifianakis,35000000,469310836,100
Harry Potter and the Half-Blood Prince,PG,Action,2009,7.6,David Yates,Steve Kloves,Daniel Radcliffe,250000000,934454096,153
He's Just Not That Into You,PG-13,Comedy,2009,6.4,Ken Kwapis,Abby Kohn,Ginnifer Goodwin,40000000,178866158,129
2012,PG-13,Action,2009,5.8,Roland Emmerich,Roland Emmerich,John Cusack,200000000,791217826,158
The Lovely Bones,PG-13,Drama,2009,6.7,Peter Jackson,Fran Walsh,Rachel Weisz,65000000,93621340,135
State of Play,PG-13,Crime,2009,7.1,Kevin Macdonald,Matthew Michael Carnahan,Russell Crowe,,87812371,127
Zombieland,R,Adventure,2009,7.6,Ruben Fleischer,Rhett Reese,Jesse Eisenberg,23600000,102392080,88
500 Days of Summer,PG-13,Comedy,2009,7.7,Marc Webb,Scott Neustadter,Zooey Deschanel,7500000,60800444,95
Sherlock Holmes,PG-13,Action,2009,7.6,Guy Ritchie,Michael Robert Johnson,Robert Downey Jr.,90000000,524028679,128
District 9,R,Action,2009,7.9,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,30000000,210888950,112
The Blind Side,PG-13,Biography,2009,7.6,John Lee Hancock,John Lee Hancock,Quinton Aaron,29000000,309208309,129
Up,PG,Animation,2009,8.2,Pete Docter,Pete Docter,Edward Asner,175000000,735099102,96
X-Men Origins: Wolverine,PG-13,Action,2009,6.6,Gavin Hood,David Benioff,Hugh Jackman,150000000,373062864,107
Fantastic Mr. Fox,PG,Animation,2009,7.9,Wes Anderson,Roald Dahl,George Clooney,40000000,46474181,87
Brothers,R,Action,2009,7.1,Jim Sheridan,David Benioff,Jake Gyllenhaal,26000000,43474578,105
Orphan,R,Horror,2009,7,Jaume Collet-Serra,David Leslie Johnson-McGoldrick,Vera Farmiga,,77912251,123
3 Idiots,PG-13,Comedy,2009,8.4,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,,60262836,170
Fanboys,PG-13,Adventure,2009,6.6,Kyle Newman,Ernest Cline,Dan Fogler,3900000,961203,90
Transformers: Revenge of the Fallen,PG-13,Action,2009,6,Michael Bay,Ehren Kruger,Shia LaBeouf,200000000,836303693,149
Up in the Air,R,Comedy,2009,7.4,Jason Reitman,Walter Kirn,George Clooney,25000000,166842739,109
The Twilight Saga: New Moon,PG-13,Adventure,2009,4.7,Chris Weitz,Melissa Rosenberg,Kristen Stewart,50000000,711025481,130
Antichrist,Not Rated,Drama,2009,6.6,Lars von Trier,Lars von Trier,Willem Dafoe,11000000,7413863,108
Friday the 13th,R,Horror,2009,5.5,Marcus Nispel,Victor Miller,Jared Padalecki,19000000,91509154,97
The Princess and the Frog,G,Animation,2009,7.1,Ron Clements,Ron Clements,Anika Noni Rose,105000000,267045765,97
Terminator Salvation,PG-13,Action,2009,6.5,McG,John Brancato,Christian Bale,200000000,371353001,115
Coraline,PG,Animation,2009,7.7,Henry Selick,Henry Selick,Dakota Fanning,60000000,124596837,100
Moon,R,Drama,2009,7.8,Duncan Jones,Duncan Jones,Sam Rockwell,5000000,9760107,97
"I Love You, Man",R,Comedy,2009,7,John Hamburg,John Hamburg,Paul Rudd,40000000,91980359,105
Public Enemies,R,Biography,2009,7,Michael Mann,Ronan Bennett,Christian Bale,100000000,214104620,140
The Human Centipede (First Sequence),R,Horror,2009,4.4,Tom Six,Tom Six,Dieter Laser,,325113,92
Law Abiding Citizen,R,Action,2009,7.4,F. Gary Gray,Kurt Wimmer,Gerard Butler,50000000,127944208,109
The Proposal,PG-13,Comedy,2009,6.7,Anne Fletcher,Peter Chiarelli,Sandra Bullock,40000000,317375031,108
Mr. Nobody,R,Drama,2009,7.8,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,47000000,3559160,141
Enter the Void,Not Rated,Drama,2009,7.3,Gaspar Noé,Gaspar Noé,Nathaniel Brown,16000000,775385,161
17 Again,PG-13,Comedy,2009,6.4,Burr Steers,Jason Filardi,Zac Efron,20000000,136316880,102
Knowing,PG-13,Action,2009,6.2,Alex Proyas,Ryne Douglas Pearson,Nicolas Cage,50000000,183658498,121
Fired Up!,PG-13,Comedy,2009,6.1,Will Gluck,Will Gluck,Eric Christian Olsen,20000000,18599102,90
Dogtooth,Not Rated,Drama,2009,7.2,Yorgos Lanthimos,Efthymis Filippou,Christos Stergioglou,,676126,97
Angels & Demons,PG-13,Action,2009,6.7,Ron Howard,David Koepp,Tom Hanks,150000000,485930816,138
The Road,R,Drama,2009,7.2,John Hillcoat,Joe Penhall,Viggo Mortensen,25000000,27639579,111
Whip It,PG-13,Drama,2009,6.9,Drew Barrymore,Shauna Cross,Elliot Page,15000000,16691303,111
The Secret in Their Eyes,R,Drama,2009,8.2,Juan José Campanella,Eduardo Sacheri,Ricardo Darín,2000000,35079650,129
Pandorum,R,Action,2009,6.7,Christian Alvart,Travis Milloy,Dennis Quaid,33000000,20648328,108
Monsters vs. Aliens,PG,Animation,2009,6.4,Rob Letterman,Maya Forbes,Reese Witherspoon,175000000,381509870,94
Underworld: Rise of the Lycans,R,Action,2009,6.6,Patrick Tatopoulos,Danny McBride,Rhona Mitra,35000000,92158961,92
Couples Retreat,PG-13,Comedy,2009,5.5,Peter Billingsley,Jon Favreau,Vince Vaughn,70000000,171844840,113
Ondine,PG-13,Drama,2009,6.8,Neil Jordan,Neil Jordan,Colin Farrell,12000000,1790061,111
Drag Me to Hell,PG-13,Horror,2009,6.5,Sam Raimi,Sam Raimi,Alison Lohman,30000000,90842646,99
The Last House on the Left,R,Horror,2009,6.5,Dennis Iliadis,Adam Alleca,Garret Dillahunt,15000000,45995223,110
The Girl with the Dragon Tattoo,R,Crime,2009,7.8,Niels Arden Oplev,Nikolaj Arcel,Michael Nyqvist,13000000,104414200,152
The Stepfather,PG-13,Crime,2009,5.6,Nelson McCormick,J.S. Cardone,Penn Badgley,20000000,31198531,101
Where the Wild Things Are,PG,Adventure,2009,6.7,Spike Jonze,Spike Jonze,Max Records,100000000,100140916,101
Sorority Row,R,Horror,2009,5.1,Stewart Hendler,Josh Stolberg,Briana Evigan,12500000,27206120,101
Gamer,R,Action,2009,5.8,Mark Neveldine,Mark Neveldine,Gerard Butler,50000000,40828540,95
The Imaginarium of Doctor Parnassus,PG-13,Adventure,2009,6.8,Terry Gilliam,Terry Gilliam,Christopher Plummer,30000000,61808775,123
Night at the Museum: Battle of the Smithsonian,PG,Adventure,2009,6,Shawn Levy,Robert Ben Garant,Ben Stiller,150000000,413106170,105
Year One,PG-13,Comedy,2009,4.9,Harold Ramis,Harold Ramis,Jack Black,60000000,62357900,97
Adventureland,R,Comedy,2009,6.8,Greg Mottola,Greg Mottola,Jesse Eisenberg,,17164820,107
Precious,R,Drama,2009,7.3,Lee Daniels,Geoffrey Fletcher,Gabourey Sidibe,10000000,63649529,110
The Time Traveler's Wife,PG-13,Drama,2009,7.1,Robert Schwentke,Bruce Joel Rubin,Eric Bana,39000000,101344412,107
Cloudy with a Chance of Meatballs,PG,Animation,2009,6.9,Phil Lord,Phil Lord,Anna Faris,100000000,243006126,90
A Perfect Getaway,R,Drama,2009,6.5,David Twohy,David Twohy,Milla Jovovich,14000000,22955544,98
Invictus,PG-13,Biography,2009,7.3,Clint Eastwood,Anthony Peckham,Morgan Freeman,60000000,122426792,134
Mother,R,Crime,2009,7.8,Bong Joon Ho,Bong Joon Ho,Hye-ja Kim,5000000,17203507,129
The Ugly Truth,R,Comedy,2009,6.4,Robert Luketic,Nicole Eastman,Katherine Heigl,38000000,321682600,96
The Invention of Lying,PG-13,Comedy,2009,6.4,Ricky Gervais,Ricky Gervais,Ricky Gervais,18500000,32406507,100
The Fourth Kind,PG-13,Horror,2009,5.9,Olatunde Osunsanmi,Olatunde Osunsanmi,Milla Jovovich,10000000,47719794,98
A Serious Man,R,Comedy,2009,7.1,Ethan Coen,Joel Coen,Michael Stuhlbarg,7000000,31430334,106
Extract,R,Comedy,2009,6.1,Mike Judge,Mike Judge,Jason Bateman,8000000,10848783,92
The Collector,R,Horror,2009,6.4,Marcus Dunstan,Patrick Melton,Josh Stewart,6000000,10234475,90
Ninja Assassin,R,Action,2009,6.3,James McTeigue,Matthew Sand,Rain,40000000,61601280,99
The Men Who Stare at Goats,R,Comedy,2009,6.2,Grant Heslov,Jon Ronson,Ewan McGregor,25000000,69095771,94
Land of the Lost,PG-13,Action,2009,5.3,Brad Silberling,Chris Henchy,Will Ferrell,100000000,68777554,102
A Single Man,R,Drama,2009,7.5,Tom Ford,Christopher Isherwood,Colin Firth,7000000,24964890,99
Now & Later,Unrated,Drama,2009,5.1,Philippe Diaz,Philippe Diaz,Keller Wortham,,1808,99
Pirate Radio,R,Comedy,2009,7.4,Richard Curtis,Richard Curtis,Philip Seymour Hoffman,50000000,36348784,117
Dragonball Evolution,PG,Action,2009,2.5,James Wong,Ben Ramsey,Justin Chatwin,30000000,55720772,85
Spread,R,Comedy,2009,5.8,David Mackenzie,Jason Hall,Ashton Kutcher,,12035862,97
Case 39,R,Horror,2009,6.2,Christian Alvart,Ray Wright,Renée Zellweger,26000000,28190603,109
The Taking of Pelham 123,R,Action,2009,6.4,Tony Scott,Brian Helgeland,Denzel Washington,100000000,150166126,106
It's Complicated,R,Comedy,2009,6.5,Nancy Meyers,Nancy Meyers,Meryl Streep,85000000,219103655,120
Halloween II,R,Horror,2009,4.8,Rob Zombie,Rob Zombie,Scout Taylor-Compton,15000000,39421467,105
The Final Destination,R,Action,2009,5.2,David R. Ellis,Eric Bress,Nick Zano,40000000,186167139,82
Chloe,R,Drama,2009,6.3,Atom Egoyan,Erin Cressida Wilson,Julianne Moore,14000000,13657649,96
Agora,R,Adventure,2009,7.2,Alejandro Amenábar,Alejandro Amenábar,Rachel Weisz,70000000,39457342,127
The Joneses,R,Comedy,2009,6.4,Derrick Borte,Randy T. Dinzler,Demi Moore,10000000,7043835,96
Daybreakers,R,Action,2009,6.4,Michael Spierig,Michael Spierig,Ethan Hawke,20000000,51417188,98
An Education,PG-13,Drama,2009,7.3,Lone Scherfig,Lynn Barber,Carey Mulligan,7500000,26096852,100
Crazy Heart,R,Drama,2009,7.2,Scott Cooper,Scott Cooper,Jeff Bridges,7000000,47405566,112
Ice Age: Dawn of the Dinosaurs,PG,Animation,2009,6.9,Carlos Saldanha,Michael Berg,Ray Romano,90000000,886686817,94
Crank: High Voltage,R,Action,2009,6.2,Mark Neveldine,Mark Neveldine,Jason Statham,20000000,34572541,96
The International,R,Action,2009,6.5,Tom Tykwer,Eric Warren Singer,Clive Owen,50000000,60253843,118
The Uninvited,PG-13,Drama,2009,6.3,Charles Guard,Craig Rosenberg,Emily Browning,,41633384,87
My Bloody Valentine,R,Horror,2009,5.4,Patrick Lussier,Todd Farmer,Jensen Ackles,15000000,100734718,101
Julie & Julia,PG-13,Biography,2009,7,Nora Ephron,Nora Ephron,Amy Adams,40000000,129540522,123
Confessions of a Shopaholic,PG,Comedy,2009,5.9,P.J. Hogan,Tracey Jackson,Isla Fisher,,108394089,104
Race to Witch Mountain,PG,Action,2009,5.7,Andy Fickman,Matt Lopez,Dwayne Johnson,65000000,106387141,98
9,PG-13,Animation,2009,7.1,Shane Acker,Pamela Pettler,Elijah Wood,30000000,48428063,79
The Young Victoria,PG,Biography,2009,7.3,Jean-Marc Vallée,Julian Fellowes,Emily Blunt,35000000,29196409,105
Splice,R,Drama,2009,5.7,Vincenzo Natali,Vincenzo Natali,Adrien Brody,30000000,27127620,104
A Prophet,R,Crime,2009,7.9,Jacques Audiard,Thomas Bidegain,Tahar Rahim,13000000,17874044,155
My Sister's Keeper,PG-13,Drama,2009,7.4,Nick Cassavetes,Jeremy Leven,Cameron Diaz,30000000,95714875,109
Bride Wars,PG,Comedy,2009,5.5,Gary Winick,Greg DePaul,Kate Hudson,30000000,115375850,89
Surrogates,PG-13,Action,2009,6.3,Jonathan Mostow,Michael Ferris,Bruce Willis,80000000,122444772,89
Valhalla Rising,Not Rated,Action,2009,6.1,Nicolas Winding Refn,Nicolas Winding Refn,Mads Mikkelsen,,282737,93
Funny People,R,Comedy,2009,6.3,Judd Apatow,Judd Apatow,Adam Sandler,75000000,71585235,146
Saw VI,R,Horror,2009,6,Kevin Greutert,Patrick Melton,Tobin Bell,11000000,68234154,90
Fish Tank,Not Rated,Drama,2009,7.3,Andrea Arnold,Andrea Arnold,Katie Jarvis,3000000,2404300,123
Push,PG-13,Action,2009,6.1,Paul McGuigan,David Bourla,Camilla Belle,38000000,48858618,111
After.Life,R,Drama,2009,5.9,Agnieszka Wojtowicz-Vosloo,Agnieszka Wojtowicz-Vosloo,Christina Ricci,4500000,2425535,104
Nine,PG-13,Drama,2009,5.8,Rob Marshall,Michael Tolkin,Daniel Day-Lewis,80000000,54004950,118
Obsessed,PG-13,Drama,2009,5,Steve Shill,David Loughery,Beyoncé,20000000,73830347,108
Paul Blart: Mall Cop,PG,Action,2009,5.2,Steve Carr,Kevin James,Kevin James,26000000,183348429,91
The Box,PG-13,Drama,2009,5.6,Richard Kelly,Richard Kelly,Cameron Diaz,30000000,33334176,115
Everybody's Fine,PG-13,Adventure,2009,7.1,Kirk Jones,Kirk Jones,Robert De Niro,21000000,16443609,99
Brüno,R,Comedy,2009,5.8,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,42000000,138805831,81
"I Love You, Beth Cooper",PG-13,Comedy,2009,5.3,Chris Columbus,Larry Doyle,Hayden Panettiere,18000000,15821907,102
The Unborn,PG-13,Drama,2009,4.8,David S. Goyer,David S. Goyer,Odette Annable,16000000,76514050,88
Thirst,R,Drama,2009,7.1,Park Chan-Wook,Émile Zola,Kang-ho Song,5000000,13085023,134
Notorious,R,Biography,2009,6.7,George Tillman Jr.,Reggie Rock Bythewood,Jamal Woolard,20000000,44420167,122
Serious Moonlight,R,Comedy,2009,5.4,Cheryl Hines,Adrienne Shelly,Meg Ryan,,348327,81
All About Steve,PG-13,Comedy,2009,4.8,Phil Traill,Kim Barker,Sandra Bullock,15000000,40105542,99
Old Dogs,PG,Comedy,2009,5.3,Walt Becker,David Diamond,Robin Williams,35000000,96753696,88
Nowhere Boy,R,Biography,2009,7.1,Sam Taylor-Johnson,Julia Baird,Aaron Taylor-Johnson,,6577779,98
The Girlfriend Experience,R,Drama,2009,5.5,Steven Soderbergh,David Levien,Sasha Grey,1700000,1060941,77
The Girl Who Played with Fire,R,Action,2009,7.2,Daniel Alfredson,Jonas Frykberg,Noomi Rapace,,67153225,129
Ghosts of Girlfriends Past,PG-13,Comedy,2009,5.8,Mark Waters,Jon Lucas,Matthew McConaughey,37500000,102366815,100
The Haunting in Connecticut,PG-13,Drama,2009,5.9,Peter Cornwell,Adam Simon,Virginia Madsen,10000000,77578320,92
I Love You Phillip Morris,R,Biography,2009,6.6,Glenn Ficarra,John Requa,Jim Carrey,13000000,20768906,98
Bad Lieutenant: Port of Call New Orleans,R,Crime,2009,6.6,Werner Herzog,William M. Finkelstein,Nicolas Cage,25000000,10606422,122
Black Dynamite,R,Action,2009,7.4,Scott Sanders,Michael Jai White,Michael Jai White,2900000,296557,84
Brooklyn's Finest,R,Action,2009,6.7,Antoine Fuqua,Michael C. Martin,Richard Gere,17000000,45719985,132
In the Loop,Not Rated,Comedy,2009,7.4,Armando Iannucci,Jesse Armstrong,Tom Hollander,,7787487,106
The White Ribbon,R,Drama,2009,7.8,Michael Haneke,Michael Haneke,Christian Friedel,18000000,19319671,144
The Boondock Saints II: All Saints Day,R,Action,2009,6.3,Troy Duffy,Troy Duffy,Sean Patrick Flanery,8000000,10629321,118
Whatever Works,PG-13,Comedy,2009,7.1,Woody Allen,Woody Allen,Evan Rachel Wood,15000000,36020534,93
Hannah Montana: The Movie,G,Comedy,2009,4.6,Peter Chelsom,Dan Berendsen,Miley Cyrus,30000000,155545279,102
Darbareye Elly,TV-PG,Drama,2009,8,Asghar Farhadi,Asghar Farhadi,Golshifteh Farahani,,879422,119
Alvin and the Chipmunks: the Squeakquel,PG,Animation,2009,4.5,Betty Thomas,Jon Vitti,Jason Lee,75000000,443140005,88
12 Rounds,PG-13,Action,2009,5.6,Renny Harlin,Daniel Kunka,John Cena,22000000,17280326,108
Survival of the Dead,R,Comedy,2009,4.9,George A. Romero,George A. Romero,Alan Van Sprang,4000000,386078,90
Fame,PG,Comedy,2009,5.1,Kevin Tancharoen,Allison Burnett,Kelsey Grammer,18000000,77211836,107
I Am Love,R,Drama,2009,7,Luca Guadagnino,Barbara Alberti,Tilda Swinton,,12014663,120
The House of the Devil,R,Horror,2009,6.4,Ti West,Ti West,Jocelin Donahue,900000,101215,95
Middle Men,R,Comedy,2009,6.8,George Gallo,George Gallo,Luke Wilson,20000000,754301,105
Astro Boy,PG,Animation,2009,6.3,David Bowers,Osamu Tezuka,Freddie Highmore,65000000,39886986,94
Carriers,PG-13,Adventure,2009,6,David Pastor,Àlex Pastor,Chris Pine,,5805279,84
My Life in Ruins,PG-13,Comedy,2009,5.9,Donald Petrie,Mike Reiss,Nia Vardalos,17000000,20458873,95
G-Force,PG,Animation,2009,5.1,Hoyt Yeatman,Cormac Wibberley,Will Arnett,150000000,292817898,88
Did You Hear About the Morgans?,PG-13,Comedy,2009,4.9,Marc Lawrence,Marc Lawrence,Hugh Grant,58000000,85280250,103
Away We Go,R,Adventure,2009,7,Sam Mendes,Dave Eggers,John Krasinski,17000000,15779455,98
Love Happens,PG-13,Drama,2009,5.7,Brandon Camp,Brandon Camp,Jennifer Aniston,18000000,36088028,109
The Girl Who Kicked the Hornet's Nest,R,Crime,2009,7.3,Daniel Alfredson,Jonas Frykberg,Michael Nyqvist,,44276335,147
Youth in Revolt,R,Comedy,2009,6.4,Miguel Arteta,Gustin Nash,Michael Cera,18000000,19651093,90
Observe and Report,R,Comedy,2009,5.8,Jody Hill,Jody Hill,Seth Rogen,18000000,26973554,86
Bright Star,PG,Biography,2009,6.9,Jane Campion,Jane Campion,Abbie Cornish,8500000,14374652,119
Harry Brown,R,Action,2009,7.2,Daniel Barber,Gary Young,Michael Caine,7300000,10371451,103
Duplicity,PG-13,Comedy,2009,6.2,Tony Gilroy,Tony Gilroy,Julia Roberts,60000000,78176181,125
The Pink Panther 2,PG,Action,2009,5.6,Harald Zwart,Scott Neustadter,Steve Martin,70000000,76025134,92
The Informant!,R,Biography,2009,6.4,Steven Soderbergh,Scott Z. Burns,Matt Damon,22000000,41771168,108
The Answer Man,R,Comedy,2009,6.4,John Hindman,John Hindman,Jeff Daniels,,26676,95
Planet 51,PG,Animation,2009,6,Jorge Blanco,Joe Stillman,Dwayne Johnson,70000000,105647102,91
Crossing Over,R,Crime,2009,6.7,Wayne Kramer,Wayne Kramer,Harrison Ford,19000000,3676533,113
Madea Goes to Jail,PG-13,Comedy,2009,4.5,Tyler Perry,Tyler Perry,Tyler Perry,,90508336,103
A Christmas Carol,PG,Animation,2009,6.8,Robert Zemeckis,Charles Dickens,Jim Carrey,200000000,325286646,96
Sin Nombre,R,Adventure,2009,7.6,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan,,5102705,96
City Island,PG-13,Comedy,2009,7.4,Raymond De Felitta,Raymond De Felitta,Andy Garcia,6000000,7878856,104
Coco Before Chanel,PG-13,Biography,2009,6.7,Anne Fontaine,Edmonde Charles-Roux,Audrey Tautou,23000000,50812934,105
Dead Snow,Not Rated,Comedy,2009,6.3,Tommy Wirkola,Tommy Wirkola,Jeppe Beck Laursen,800000,2166797,91
Summer Wars,PG,Animation,2009,7.5,Mamoru Hosoda,Mamoru Hosoda,Ryûnosuke Kamiki,,18434328,114
The Messenger,R,Drama,2009,7.1,Oren Moverman,Alessandro Camon,Ben Foster,6500000,1595417,113
Bitch Slap,R,Action,2009,4.5,Rick Jacobson,Rick Jacobson,Julia Voth,,439587,109
The Soloist,PG-13,Biography,2009,6.7,Joe Wright,Susannah Grant,Jamie Foxx,60000000,38332994,117
World's Greatest Dad,R,Comedy,2009,6.9,Bobcat Goldthwait,Bobcat Goldthwait,Robin Williams,,221805,99
Whiteout,R,Action,2009,5.5,Dominic Sena,Jon Hoeber,Kate Beckinsale,35000000,17976667,101
Beyond a Reasonable Doubt,PG-13,Crime,2009,5.9,Peter Hyams,Peter Hyams,Jesse Metcalfe,25000000,4515258,106
Paper Man,R,Comedy,2009,6.6,Kieran Mulroney,Michele Mulroney,Jeff Daniels,,13514,110
The Secret of Kells,Not Rated,Animation,2009,7.6,Tomm Moore,Tomm Moore,Evan McGuire,8000000,1803412,75
The Disappearance of Alice Creed,R,Crime,2009,6.7,J Blakeson,J Blakeson,Gemma Arterton,800000,896919,100
"The Goods: Live Hard, Sell Hard",R,Comedy,2009,5.8,Neal Brennan,Andy Stock,Jeremy Piven,10000000,15300885,89
Miss March,R,Comedy,2009,5,Zach Cregger,Zach Cregger,Zach Cregger,6000000,4591629,90
Cirque du Freak: the Vampire's Assistant,PG-13,Action,2009,5.8,Paul Weitz,Paul Weitz,Chris Massoglia,40000000,39291383,109
Aliens in the Attic,PG,Adventure,2009,5.4,John Schultz,Mark Burton,Ashley Tisdale,45000000,57881056,86
Street Fighter: The Legend of Chun-Li,PG-13,Action,2009,3.7,Andrzej Bartkowiak,Justin Marks,Kristin Kreuk,18000000,12764201,96
Daniel and Ana,Not Rated,Drama,2009,6.1,Michel Franco,Michel Franco,Dario Yazbek Bernal,,2372,90
Broken Embraces,R,Drama,2009,7.2,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,18000000,37472736,127
Fighting,PG-13,Action,2009,5.6,Dito Montiel,Robert Munic,Channing Tatum,,32482728,105
The Damned United,R,Biography,2009,7.5,Tom Hooper,Peter Morgan,Colm Meaney,10000000,4091378,98
Gentlemen Broncos,PG-13,Adventure,2009,6.2,Jared Hess,Jared Hess,Michael Angarano,10000000,118492,90
Chéri,R,Comedy,2009,6.2,Stephen Frears,Christopher Hampton,Michelle Pfeiffer,23000000,9368242,86
Tanner Hall,R,Drama,2009,5.8,Francesca Gregorini,Tatiana von Fürstenberg,Rooney Mara,3000000,5073,96
Cracks,R,Drama,2009,6.7,Jordan Scott,Ben Court,Eva Green,,101860,104
[Rec]²,R,Horror,2009,6.5,Jaume Balagueró,Jaume Balagueró,Jonathan D. Mellor,5600000,18853164,85
Inception,PG-13,Action,2010,8.8,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,160000000,836836967,148
Iron Man 2,PG-13,Action,2010,7,Jon Favreau,Justin Theroux,Robert Downey Jr.,200000000,623933331,124
Shutter Island,R,Mystery,2010,8.2,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio,80000000,294805697,138
Scott Pilgrim vs. the World,PG-13,Action,2010,7.5,Edgar Wright,Michael Bacall,Michael Cera,60000000,48917974,112
Grown Ups,PG-13,Comedy,2010,5.9,Dennis Dugan,Adam Sandler,Adam Sandler,80000000,271457301,102
She's Out of My League,R,Comedy,2010,6.4,Jim Field Smith,Sean Anders,Jay Baruchel,20000000,49779728,104
Kick-Ass,R,Action,2010,7.6,Matthew Vaughn,Jane Goldman,Aaron Taylor-Johnson,30000000,96188903,117
Black Swan,R,Drama,2010,8,Darren Aronofsky,Mark Heyman,Natalie Portman,13000000,329398046,108
The Town,R,Crime,2010,7.5,Ben Affleck,Peter Craig,Ben Affleck,37000000,154026136,125
Harry Potter and the Deathly Hallows: Part 1,PG-13,Adventure,2010,7.7,David Yates,Steve Kloves,Daniel Radcliffe,,977043483,146
Flipped,PG,Comedy,2010,7.7,Rob Reiner,Rob Reiner,Madeline Carroll,14000000,4324817,90
The Social Network,PG-13,Biography,2010,7.7,David Fincher,Aaron Sorkin,Jesse Eisenberg,40000000,224920375,120
Robin Hood,PG-13,Action,2010,6.6,Ridley Scott,Brian Helgeland,Russell Crowe,200000000,321669741,140
Monsters,R,Adventure,2010,6.4,Gareth Edwards,Gareth Edwards,Scoot McNairy,500000,5060438,94
Insidious,PG-13,Horror,2010,6.8,James Wan,Leigh Whannell,Patrick Wilson,1500000,99557032,103
Tangled,PG,Animation,2010,7.7,Nathan Greno,Dan Fogelman,Mandy Moore,260000000,592462816,100
RED,PG-13,Action,2010,7,Robert Schwentke,Jon Hoeber,Bruce Willis,58000000,199006387,111
I Spit on Your Grave,R,Horror,2010,6.3,Steven R. Monroe,Adam Rockoff,Sarah Butler,2000000,1278650,108
The Last Airbender,PG,Action,2010,4,M. Night Shyamalan,M. Night Shyamalan,Noah Ringer,150000000,319713881,103
How to Train Your Dragon,PG,Animation,2010,8.1,Dean DeBlois,William Davies,Jay Baruchel,165000000,494879471,98
The American,R,Crime,2010,6.3,Anton Corbijn,Rowan Joffe,George Clooney,20000000,67876281,105
Incendies,R,Drama,2010,8.3,Denis Villeneuve,Denis Villeneuve,Lubna Azabal,6800000,7099598,131
Sex and the City 2,R,Comedy,2010,4.5,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,100000000,290745055,146
Burlesque,PG-13,Drama,2010,6.4,Steve Antin,Steve Antin,Cher,55000000,89520336,119
Alice in Wonderland,PG,Adventure,2010,6.4,Tim Burton,Linda Woolverton,Mia Wasikowska,200000000,1025468216,108
Despicable Me,PG,Animation,2010,7.6,Pierre Coffin,Cinco Paul,Steve Carell,69000000,543113985,95
Love & Other Drugs,R,Comedy,2010,6.7,Edward Zwick,Charles Randolph,Jake Gyllenhaal,30000000,102820008,112
True Grit,PG-13,Drama,2010,7.6,Ethan Coen,Joel Coen,Jeff Bridges,38000000,252276927,110
The Tourist,PG-13,Action,2010,6,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Johnny Depp,100000000,278780441,103
The Twilight Saga: Eclipse,PG-13,Action,2010,5,David Slade,Melissa Rosenberg,Kristen Stewart,68000000,698491347,124
Percy Jackson & the Olympians: The Lightning Thief,PG,Adventure,2010,5.9,Chris Columbus,Craig Titley,Logan Lerman,95000000,226497209,118
Clash of the Titans,PG-13,Action,2010,5.8,Louis Leterrier,Travis Beacham,Sam Worthington,125000000,493214993,106
